id,position_id,wallet_id,mint_address,symbol,entry_at,entry_price,entry_market_cap,entry_liquidity_usd,size_usd,quantity,exit_at,exit_price,exit_market_cap,exit_liquidity_usd,gross_return_usd,gross_return_pct,fee_usd,slippage_usd,net_return_usd,net_return_pct,cost_unavailable_reason,exit_reason,strategy_id,strategy_version,wallet_generation,swap_fee_bps,created_at,manual_action_at,entry_observed_price,exit_observed_price,execution_model_version,entry_execution_model_version,exit_execution_model_version,entry_execution_quote,exit_execution_quote,entry_execution_quoted_at,exit_execution_quoted_at,entry_execution_context_slot,exit_execution_context_slot,entry_execution_price_impact_pct,exit_execution_price_impact_pct,entry_execution_fee_usd,exit_execution_fee_usd,entry_execution_route,exit_execution_route,execution_confidence,execution_fallback_reason
68a5ee8d-ddb2-4d0b-8423-9d38a4155ef5,8864a96f-0d0c-402f-bdfc-50fde7706ea8,a2888cec-7624-47a5-b5bb-987762bdc459,DHktKsu3ZNpst4NBSGM2qQgXRSoEXdvyVn4ZjZC2pump,PUMP.FUN,2026-08-18 16:41:56.395401+00,0.000010290000000000,9951.0000,6315.6500,100.0000,9718172.983479105928085520,2026-08-19 04:22:54.613463+00,0.000007717500000000,7459.9828,5281.9400,-25.0000,-25.0000,0.5250,5.2966,-30.8216,-30.8216,,stop,trailing_stop_25_v1,1.0.0,2,30.0000,2026-08-19 04:22:56.085645+00,,0.000010290000000000,0.000007702000000000,legacy_constant_product_v1,legacy_constant_product_v1,legacy_constant_product_v1,"{""side"": ""entry"", ""fee_usd"": ""0.3000"", ""notional_usd"": ""100.0000"", ""model_version"": ""legacy_constant_product_v1"", ""fallback_reason"": ""Token decimals unavailable for Jupiter exit quote."", ""price_impact_pct"": ""3.466736598766556094780426401"", ""price_impact_usd"": ""3.1667""}","{""side"": ""exit"", ""fee_usd"": ""0.2250"", ""notional_usd"": ""75.00000000000000000000000060"", ""model_version"": ""legacy_constant_product_v1"", ""fallback_reason"": ""Token decimals unavailable for Jupiter exit quote."", ""price_impact_pct"": ""3.139865655422060833708826704"", ""price_impact_usd"": ""2.1299""}",,,,,,,,,,,legacy_estimate,Token decimals unavailable for Jupiter exit quote.
5f211b8c-5594-4fe8-ac4e-aded8bda4e4b,3e27e859-d1dd-4520-bf19-9e50af043ed6,a2888cec-7624-47a5-b5bb-987762bdc459,GYsyFjHwKSidk4iCW7VrjPXDvxPsARW4qjbsCE6Qpump,FLYINGSEX,2026-08-18 18:21:22.268419+00,0.002741000000000000,2737644.0000,120885.7800,100.0000,36483.035388544326887997,2026-08-19 04:50:31.781152+00,0.008197500000000000,8185102.8725,191748.3700,199.0697,199.0697,1.1972,1.0984,196.7741,196.7741,,stop,trailing_stop_25_v1,1.0.0,2,30.0000,2026-08-19 04:50:35.043832+00,,0.002741000000000000,0.006826000000000000,legacy_constant_product_v1,legacy_constant_product_v1,legacy_constant_product_v1,"{""side"": ""entry"", ""fee_usd"": ""0.3000"", ""notional_usd"": ""100.0000"", ""model_version"": ""legacy_constant_product_v1"", ""fallback_reason"": ""Token decimals unavailable for Jupiter exit quote."", ""price_impact_pct"": ""0.4654454312161446946034512910"", ""price_impact_usd"": ""0.1654""}","{""side"": ""exit"", ""fee_usd"": ""0.8972"", ""notional_usd"": ""299.0696825975921196643554075"", ""model_version"": ""legacy_constant_product_v1"", ""fallback_reason"": ""Token decimals unavailable for Jupiter exit quote."", ""price_impact_pct"": ""0.6119397391462489299537257163"", ""price_impact_usd"": ""0.9329""}",,,,,,,,,,,legacy_estimate,Token decimals unavailable for Jupiter exit quote.
